id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
2645,18,"ux, growth, user, impact, strategic thinking, product, team","time, planning, learning, strategic thinking, product",Unknown,Unknown,Unknown,"planning, user, product"
2646,18,"market, product vision, customer, product, team, communication skills, product strategy, user stories, user, launch, ux, wireframes, mockups, value, communication, competitive, prioritization, roadmap, data","communication skills, alignment, collaboration, customer, learning, roadmap, product, prioritization, vision, curiosity, communication",Unknown,Unknown,Unknown,"user, competitive, definition, roadmap, product, analysis, strategy"
2647,18,"communication skills, market, strategic, growth, leadership, business, customer, pricing, launch, revenue, product management, stakeholder, agile, product, team, strategic thinking","communication skills, strategic, alignment, collaboration, leadership, feedback, customer, stakeholder, product, strategic thinking",feedback,Unknown,Unknown,"product, strategy"
2648,18,"market, market research, pricing, launch, product management, product, team, data, product marketing, product market, communication","presentation skills, time, product, communication",Unknown,Unknown,Unknown,product
2649,18,"market, decision, strategic, project, growth, leadership, user, competitive, impact, launch, product management, roadmap, product, data, user experience, team, value, feature","strategic, collaboration, project, alignment, planning, leadership, clarity, learning, roadmap, product, decision, vision, analytical",Unknown,Unknown,Senior,"planning, user, competitive, product, roadmap, strategy"
2650,18,"market, product vision, customer, problem solving, product, team, user experience, market research, project, product strategy, user, product management, strategic thinking, product lifecycle, data, impact, value, communication, customer feedback, leadership, business, usability testing","project, alignment, collaboration, time, leadership, feedback, customer, problem solving, learning, product, strategic thinking, vision, curiosity, communication",feedback,Unknown,Senior,"automation, user, product, strategy"
2651,18,"strategic, stakeholder management, backlog, customer, product, team, sql, product roadmap, user, impact, value, product backlog, growth, leadership, business, stakeholder, agile, roadmap, data","strategic, leadership, stakeholder management, customer, responsibility, flexibility, learning, stakeholder, conflict resolution, product, roadmap, vision",Unknown,Unknown,Unknown,"user, product, roadmap, analysis, strategy"
2652,18,"market, customer, problem solving, team, product, problem, communication skills, customer journey, launch, product management, feature, google, impact, value, communication, metrics, growth, leadership, business, release, revenue, agile, data","customer communication, problem, communication skills, teamwork, conflict, leadership, feedback, critical, empathy, responsibility, customer, problem solving, product, vision, communication",feedback,Unknown,Senior,"release, product, strategy"
2653,18,"communication skills, problem, mvp, strategic, project, customer journey, minimum viable product, stakeholder management, business, impact, agile, product, team, data, communication","communication skills, problem, strategic, project, time, organization, critical thinking, stakeholder management, customer, learning, product, communication",Unknown,Master,Senior,"mvp, product"
2654,18,"market research, conversion rate, metrics, strategic, product strategy, amplitude, business, competitive, customer, impact, revenue, agile, product, team, data","strategic, collaboration, time, customer, responsibility, product, vision",Unknown,Unknown,Senior,"competitive, product, strategy"
2655,18,"usability, market, communication skills, project, user, business, customer, product management, stakeholder, product, team, data, strategic thinking","accountability, communication skills, project, collaboration, feedback, customer, responsibility, empathy, learning, stakeholder, product, strategic thinking, product intuition, analytical",feedback,Unknown,Unknown,"user, product"
2656,18,"market, market research, pricing, launch, product management, product, team, data, product marketing, product market, communication","presentation skills, time, product, communication",Unknown,Unknown,Unknown,product
2657,18,"requirement, ux, communication skills, project, user, business, wireframes, mockups, jira, confluence, agile, product, team, product backlog","communication skills, project, collaboration, time, feedback, critical, planning, learning, product, analytical",feedback,Unknown,Unknown,"planning, user, product"
2658,18,"communication skills, data analysis, leadership, google, customer, problem solving, team, data, sql, communication","communication skills, analytical thinking, teamwork, leadership, problem solving, customer, learning, analytical, communication",Unknown,Unknown,Senior,"definition, analysis, automation"
2659,18,"ux, metrics, product strategy, retention, leadership, growth, user, competitive, product lifecycle, impact, prd, launch, product management, agile, product, team, user experience","collaboration, time, alignment, feedback, leadership, presentation, flexibility, learning, product, vision",feedback,Unknown,Mid-Level,"user, competitive, product, strategy"
2660,18,"communication skills, market, growth, leadership, impact, business, customer, pricing, launch, revenue, product management, stakeholder, agile, product, team, strategic thinking","communication skills, alignment, collaboration, leadership, feedback, customer, stakeholder, product, strategic thinking",feedback,Unknown,Unknown,"strategy, product, automation"
2662,18,"ux, communication skills, data, product roadmap, conversion, value, user, business, stakeholder, agile, product, roadmap, team, product backlog","communication skills, stakeholder, product, roadmap",Unknown,Unknown,Unknown,"user, story, product, roadmap"
2663,18,"data analysis, market, project, strategic, growth, business, customer, impact, product management, product, team, data, communication","project, strategic, teamwork, organization, presentation skills, planning, customer, product, curiosity, analytical, communication",Unknown,Unknown,Senior,"planning, analysis, product, strategy"
2664,18,"communication skills, product strategy, product analytics, growth, user, product management, roadmap, product, team, user experience, minimum","communication skills, teamwork, analytical thinking, time, learning, product, roadmap",Unknown,Unknown,Unknown,"roadmap, user, product, strategy"
2665,18,"market, strategic, project, growth, user, competitive, revenue, launch, strategic thinking, product, data, team","accountability, strategic, collaboration, project, teamwork, feedback, learning, strategic thinking, product, vision, analytical",feedback,Unknown,Unknown,"user, competitive, product"
2666,18,"market, customer, team, product, churn, conversion rate, user stories, user, product management, growth strategy, product backlog, value, communication, google analytics, metrics, retention, lifetime value, growth, competitive, business, prioritization","customer, responsibility, learning, product, prioritization, curiosity, communication",Unknown,Unknown,Mid-Level,"user, competitive, product, strategy"
2667,18,"communication skills, problem, team alignment, leadership, business, impact, launch, product management, product, team, data, sql, moscow, feature","communication skills, problem, collaboration, alignment, organization, leadership, critical, presentation skills, empathy, product, analytical",Unknown,Unknown,Unknown,"analysis, product"
2668,18,"problem, communication skills, mvp, strategic, product strategy, user, business, impact, product, team, data, value","problem, communication skills, strategic, alignment, collaboration, time, feedback, clarity, product",feedback,Unknown,Senior,"mvp, user, product, strategy"
2669,18,"requirement, market, project, growth, leadership, competitive, business, revenue, team, product, data, minimum, value, communication","project, alignment, collaboration, planning, leadership, feedback, presentation, product, communication",feedback,Unknown,Senior,"planning, competitive, product"
2670,18,"market, mvp, project, conversion, user, business, customer, impact, pricing, revenue, team, product, data, roadmap, value, communication","project, customer, roadmap, product, communication",Unknown,Unknown,Senior,"mvp, user, roadmap, product, strategy"
2671,18,"ux, strategic, product vision, leadership, growth, product, user experience","leadership, vision, strategic, product",Unknown,Unknown,Senior,"report, user, product, strategy"
2672,18,"market, data, project, strategic, data analysis, leadership, business, competitive, problem solving, stakeholder, team, product, prioritization, decision, sql, communication","accountability, strategic, problem solving, flexibility, learning, product, project, alignment, initiative, decision, communication, collaboration, time, organization, leadership, presentation skills, empathy, stakeholder, prioritization",Unknown,Unknown,Unknown,"competitive, story, product, report, analysis"
2673,18,"communication skills, market, strategic, growth, decision making, stakeholder management, business, competitive, impact, customer, revenue, pricing, leadership, product, team, data, communication","communication skills, strategic, alignment, analytical thinking, planning, feedback, decision making, presentation skills, stakeholder management, customer, leadership, product, communication",feedback,Unknown,Unknown,"planning, competitive, product, analysis, strategy"
2674,18,"market research, customer feedback, market, product lifecycle, customer, product, team, communication","planning, feedback, customer, product, communication",feedback,Unknown,Unknown,"planning, report, product"
2675,18,"market, product vision, customer, problem solving, team, product, user experience, communication skills, market research, project, product strategy, user, product management, strategic thinking, product lifecycle, usability testing, impact, communication, customer feedback, leadership, business, competitive, roadmap, data","communication skills, project, collaboration, time, alignment, leadership, feedback, customer, problem solving, learning, product, roadmap, strategic thinking, vision, curiosity, communication",feedback,Unknown,Unknown,"user, competitive, roadmap, product, strategy"
2676,18,"communication skills, data, strategic, growth, leadership, user, business, backlog, impact, stakeholder management, agile, team, product, prioritization, communication","communication skills, strategic, alignment, collaboration, conflict, leadership, stakeholder management, flexibility, learning, conflict resolution, product, prioritization, communication",Unknown,Unknown,Unknown,"user, analysis, product"
2678,18,"ux, communication skills, data, product roadmap, conversion, value, user, business, stakeholder, agile, product, roadmap, team, product backlog","communication skills, stakeholder, product, roadmap",Unknown,Unknown,Unknown,"user, story, product, roadmap"
2679,18,"market research, market, product, team, communication","presentation skills, responsibility, product, analytical, communication",Unknown,Unknown,Mid-Level,"product, strategy"
2680,18,"customer, team, product, problem, sprint planning, product roadmap, user stories, user, product management, ux, mockups, product backlog, communication, google analytics, metrics, okrs, business, agile, roadmap, prioritization","problem, time, planning, customer, learning, product, roadmap, prioritization, curiosity, communication",Unknown,Unknown,Mid-Level,"planning, user, story, product, roadmap, strategy"
2681,18,"ux, communication skills, product strategy, product vision, leadership, growth, user, business, competitive, impact, moscow, launch, product, team, data, user experience, sql, scrum","communication skills, collaboration, time, organization, leadership, empathy, product, vision, analytical",Unknown,Unknown,Senior,"user, competitive, product, strategy"
2682,18,"market, data analysis, decision, user, competitive, product management, product, team, data, user experience, minimum","time, feedback, flexibility, learning, product, decision",feedback,Unknown,Senior,"user, competitive, story, product, report, analysis"
2683,18,"stakeholder management, backlog, customer, confluence, product, team, project, product strategy, user stories, launch, jira, product lifecycle, minimum, value, product backlog, communication, requirement gathering, metrics, business, competitive, release, revenue, stakeholder, agile, roadmap, data","project, alignment, time, planning, stakeholder management, customer, stakeholder, product, roadmap, vision, analytical, communication",release planning,Unknown,Senior,"planning, user, competitive, release, roadmap, product, strategy"
2684,18,"mvp, project, leadership, decision making, competitive, business, customer, problem solving, agile, product, team, data, minimum, value, scrum, communication","project, time, analytical thinking, organization, leadership, decision making, presentation, customer, problem solving, product, communication",Unknown,Bachelor,Unknown,"mvp, competitive, product, analysis, strategy"
2685,18,"problem, communication skills, data, metrics, amplitude, product vision, mixpanel, user, competitive, customer, problem solving, product management, agile, team, product, roadmap","problem, communication skills, feedback, customer, problem solving, roadmap, product, vision",feedback,Unknown,Unknown,"user, competitive, product, roadmap"
2686,18,"product, team, user experience, problem, sprint planning, project, product roadmap, user, product management, feature, sprint, product backlog, communication, customer feedback, metrics, growth, leadership, release, agile, roadmap, data, release management","accountability, problem, project, collaboration, adaptability, feedback, critical, planning, leadership, customer, roadmap communication, product, roadmap, communication","feedback, feedback loops",Unknown,Senior,"planning, user, release, product, roadmap"
2687,18,"market, strategic, product vision, customer, team, product, user experience, communication skills, product roadmap, product strategy, product management, visionary, impact, communication, data analysis, leadership, growth, business, agile, roadmap, data","communication skills, strategic, collaboration, leadership, feedback, customer, learning, roadmap, product, vision, analytical, communication",feedback,Unknown,Senior,"user, roadmap, product, analysis, strategy"
2688,18,"market, strategic, project, product strategy, leadership, business, impact, customer, agile, product, team, data, strategic thinking, value, communication","project, strategic, organization, leadership, customer, product, strategic thinking, vision, communication",Unknown,Unknown,Unknown,"strategy, product, automation"
2689,18,"ux, market, decision, growth, stakeholder management, business, user, competitive, product management, product, team, data, user experience, minimum, ui","time, stakeholder management, responsibility, flexibility, learning, product, decision, vision, negotiation skills",Unknown,Unknown,Senior,"user, competitive, story, product, report, strategy"
2690,18,"ux, communication skills, market, metrics, project, growth, user, competitive, product management, agile, product, team, feature","communication skills, project, time, feedback, product",feedback,Unknown,Unknown,"report, user, competitive, product"
2691,18,"figma, product, team, user experience, problem, project, product strategy, user, product management, impact, mockups, minimum, prototypes, product backlog, data analysis, leadership, business, competitive, agile, roadmap, prioritization, scrum","problem, project, leadership, planning, learning, product, roadmap, prioritization, analytical",Unknown,Unknown,Senior,"planning, user, competitive, product, roadmap, analysis, strategy"
2692,18,"market research, google analytics, project, product roadmap, leadership, user, business, customer, agile, product, data, scrum, communication","project, teamwork, organization, leadership, feedback, customer, product, roadmap, vision, communication",feedback,Unknown,Mid-Level,"user, product, roadmap"
2693,18,"data, strategic, conversion, growth, business, backlog, agile, product, minimum, team, product marketing","strategic, product",Unknown,Unknown,Unknown,"analysis, product, automation"
2694,18,"product strategy, conversion, retention, user, business, customer, product management, agile, product, roadmap","critical, customer, product, roadmap, analytical",Unknown,Unknown,Senior,"roadmap, user, product, strategy"
2695,18,"ux, market, ui, growth, business, competitive, release, product management, product, team, data, decision, product market, communication","time, feedback, flexibility, learning, product, decision, communication",feedback,Unknown,Senior,"competitive, story, release, product, report"
2696,18,"metrics, product vision, leadership, growth, user, product, user experience","leadership, learning, vision, product",Unknown,Unknown,Unknown,"user, product"
2697,18,"strategic, product roadmap, conversion, retention, metrics, leadership, growth, user, product strategy, business, impact, launch, product management, product, roadmap, team, user experience","strategic, leadership, learning, product, roadmap, vision, analytical",Unknown,Unknown,Senior,"strategy, user, product, roadmap"
2698,18,"ux, communication skills, market, metrics, project, growth, user, competitive, product management, agile, product, team, feature","communication skills, project, time, feedback, product",feedback,Unknown,Unknown,"report, user, competitive, product"
2699,18,"market, strategic, product vision, customer, confluence, product, user experience, market research, project, product strategy, jira, launch, product management, product lifecycle, product backlog, competitive analysis, communication, leadership, growth, business, competitive, agile, roadmap, data, scrum","project, collaboration, alignment, strategic, organization, leadership, customer, empathy, learning, product, roadmap, vision, analytical, communication",Unknown,Unknown,Unknown,"automation, user, competitive, roadmap, product, analysis, strategy"
2700,18,"market, product vision, customer, problem solving, team, product, user experience, market research, project, product strategy, user, product management, strategic thinking, product lifecycle, usability testing, impact, communication, customer feedback, leadership, business, competitive, roadmap, data","project, collaboration, time, alignment, leadership, feedback, customer, problem solving, learning, product, roadmap, strategic thinking, vision, curiosity, communication",feedback,Unknown,Unknown,"user, competitive, roadmap, product, strategy"
2702,18,"market, product vision, customer, problem solving, product, team, user experience, market research, project, product strategy, user, product management, strategic thinking, product lifecycle, data, impact, value, communication, customer feedback, leadership, business, usability testing","project, alignment, collaboration, time, leadership, feedback, customer, problem solving, learning, product, strategic thinking, vision, curiosity, communication",feedback,Unknown,Senior,"automation, user, product, strategy"
2703,18,"market, product vision, customer, problem solving, team, product, user experience, communication skills, market research, project, product strategy, user, product management, strategic thinking, product lifecycle, data, impact, communication, customer feedback, leadership, business, roadmap, usability testing","communication skills, project, collaboration, time, alignment, leadership, feedback, customer, problem solving, learning, product, roadmap, strategic thinking, vision, curiosity, analytical, communication",feedback,Unknown,Senior,"roadmap, user, product, strategy"
2707,18,"problem, market, market research, customer feedback, project, product strategy, leadership, business, impact, customer, product management, visionary, team, product, data, communication","problem, project, collaboration, time, alignment, leadership, feedback, customer, responsibility, learning, product, vision, curiosity, communication",feedback,Unknown,Unknown,"product, strategy"
2709,18,"market, product vision, customer, problem solving, team, product, user experience, market research, project, product strategy, user, product management, strategic thinking, product lifecycle, data, impact, value, communication, customer feedback, leadership, business, usability testing","project, collaboration, time, alignment, leadership, feedback, customer, problem solving, learning, product, strategic thinking, vision, curiosity, communication",feedback,Unknown,Senior,"automation, user, product, strategy"
2711,18,"problem, market, market research, customer feedback, project, product strategy, leadership, business, impact, customer, product management, visionary, team, product, data, communication","problem, project, collaboration, time, alignment, leadership, feedback, customer, responsibility, learning, product, vision, curiosity, communication",feedback,Unknown,Unknown,"product, strategy"
2712,18,"market, product vision, customer, problem solving, team, product, user experience, market research, project, product strategy, user, product management, strategic thinking, product lifecycle, data, impact, value, communication, customer feedback, leadership, business, usability testing","project, collaboration, time, alignment, leadership, feedback, customer, problem solving, learning, product, strategic thinking, vision, curiosity, communication",feedback,Unknown,Senior,"automation, user, product, strategy"
2713,18,"market, product vision, customer, product, team, user experience, communication skills, market research, problem, project, product strategy, user, pricing, product management, strategic thinking, product lifecycle, data, communication, customer feedback, leadership, business, usability testing","communication skills, problem, project, collaboration, alignment, organization, leadership, feedback, presentation skills, customer, responsibility, learning, product, strategic thinking, vision, curiosity, communication",feedback,Unknown,Unknown,"automation, user, product, strategy"
2717,18,"market, data analysis, project, decision, data, user, stakeholder management, competitive, impact, product, team, strategic thinking, user experience, sql","project, time, organization, presentation skills, stakeholder management, empathy, flexibility, learning, product, strategic thinking, decision, analytical",Unknown,Unknown,Senior,"user, story, competitive, product, report, analysis, strategy"
2718,18,"market, data analysis, decision, user, competitive, impact, product, team, data, user experience, minimum, sql","time, organization, feedback, presentation skills, flexibility, learning, product, decision, analytical",feedback,Unknown,Senior,"user, competitive, story, product, report, analysis"
2719,18,"market, data analysis, project, decision, data, user, stakeholder management, competitive, impact, product, team, strategic thinking, user experience, sql","project, time, organization, presentation skills, stakeholder management, empathy, flexibility, learning, product, strategic thinking, decision, analytical",Unknown,Unknown,Senior,"user, story, competitive, product, report, analysis, strategy"
2720,18,"market, data, project, strategic, data analysis, leadership, competitive, problem solving, stakeholder, team, product, prioritization, decision, sql, communication","accountability, strategic, problem solving, flexibility, learning, product, project, alignment, initiative, decision, communication, collaboration, time, organization, leadership, feedback, presentation skills, empathy, stakeholder, prioritization",feedback,Unknown,Unknown,"competitive, story, product, report, analysis"
2721,18,"mvp, decision making, customer, problem solving, product, team, project, impact, minimum, value, communication, leadership, business, competitive, agile, prioritization, roadmap, data, scrum","project, collaboration, analytical thinking, time, organization, leadership, planning, decision making, presentation, customer, problem solving, product, roadmap, prioritization, communication",Unknown,Bachelor,Unknown,"mvp, planning, competitive, product, roadmap, analysis, strategy"
2722,18,"market, data, project, strategic, data analysis, leadership, competitive, problem solving, stakeholder, team, product, prioritization, decision, sql, communication","accountability, strategic, problem solving, flexibility, learning, product, project, alignment, initiative, decision, communication, collaboration, time, organization, leadership, feedback, presentation skills, empathy, stakeholder, prioritization",feedback,Unknown,Unknown,"competitive, story, product, report, analysis"
2723,18,"usability, market, strategic, conversion, customer, product, team, moscow, user experience, project, product roadmap, pricing, launch, product management, impact, communication, metrics, leadership, competitive, business, agile, data","strategic, collaboration, time, project, organization, presentation skills, leadership, empathy, customer, roadmap, product, curiosity, analytical, communication",Unknown,Unknown,Senior,"user, competitive, roadmap, product, analysis, strategy"
2724,19,"project, data modeling, change, requirements, business, problem solving, agile, functional, process, sql","technical, business, documentation, problem solving",Unknown,Unknown,Mid-Level,"requirements, documentation, analysis, process"
2725,19,"business requirements, communication skills, requirements, business, user, agile, functional, process, data, sql, scrum","technical, communication skills, business, documentation",Unknown,Unknown,Senior,"requirements, model, process, documentation, analysis"
2726,19,"business requirements, data analysis, project, kpis, bpmn, requirements, business, process modeling, uml, problem solving, jira, confluence, business analysis, process, report, sql, scrum, communication","business, customer, technical, responsibility, active, problem solving, organization skills, report, documentation, communication",Unknown,Master,Senior,"requirements, process, report, documentation, analysis"
2727,19,"document, functional requirements, problem solving, confluence, workflow, sql, project, user, jira, microsoft, change, functional, communication, bpmn, process modeling, business, uml, agile, process, data, scrum","teamwork, organization, planning, business, problem solving, responsibility, active, workflow, documentation, analytical, communication",business process modeling,Unknown,Mid-Level,"requirements, process, workflow, documentation, analysis"
2728,19,"problem, data modeling, uml, business, requirements, user, agile, functional, business analysis, process, data, sql, scrum","problem, business, technical, responsibility, learning, documentation, analytical",value,Unknown,Mid-Level,"scenario, requirements, process, documentation, analysis"
2729,19,"business requirements, project, requirements, business, problem solving, business analysis, communication","analytical thinking, teamwork, business, problem solving, documentation, communication",Unknown,Unknown,Mid-Level,"requirements, documentation, analysis"
2730,19,"interviews, communication skills, requirement, data, project, requirements, business, problem solving, agile, power, sprint, sql, communication","communication skills, requirement, teamwork, planning, feedback, business, problem solving, responsibility, technical, analytical, communication",Unknown,Unknown,Senior,"requirements, analysis"
2731,19,"risk, project, user, problem solving, report, sql, communication","analytical thinking, time, teamwork, planning, feedback, problem solving, customer, report, communication, negotiation skills",Unknown,Unknown,Senior,"report, analysis"
2732,19,"project, requirements, business, user, business analysis, functional, sql, communication","business, communication, teamwork",Unknown,Unknown,Unknown,"requirements, analysis"
2733,19,"use, data analysis, project, document, root cause analysis, user, business, problem solving, jira, crm, agile, business analysis, process, sql, scrum","analytical thinking, teamwork, planning, business, problem solving, organization skills, customer, learning",Unknown,Unknown,Senior,"use, scenario, analysis, process"
2734,19,"project, business, agile, power, sql, communication","teamwork, analytical thinking, planning, business, communication",Unknown,Unknown,Senior,analysis
2735,19,"change management, project, kpis, risk, requirements, business, business analysis, process, data, microsoft","decision, planning, business, customer",Unknown,Master,Unknown,"build, requirements, analysis, process"
2736,19,"communication skills, market, user, problem solving, process, communication","communication skills, teamwork, planning, problem solving, customer, technical, active, communication",Unknown,Bachelor,Senior,"model, analysis, process"
2737,19,"market, root, business, jira, erp, agile, power, sql, scrum, communication","planning, initiative, business, responsibility, analytical, communication",Unknown,Bachelor,Mid-Level,"scenario, analysis"
2738,19,"user, business, functional, business analysis, process, data, sql","business, customer, active, learning, documentation, analytical",Unknown,Unknown,Senior,"model, documentation, analysis, process"
2739,19,"business requirements, use, communication skills, kpis, user, business, uml, problem solving, jira, confluence, agile, functional, process, data, scrum","communication skills, analytical thinking, decision making, business, problem solving, technical, planning skills, documentation",value,Unknown,Unknown,"use, requirements, process, documentation, analysis"
2740,19,"powerpoint, use, market, kpis, microsoft, change, presentation skills, critical, user, business, business analysis, word, process, data, workflow, power bi, communication","analytical thinking, time, attention, decision making, planning, critical, business, presentation skills, customer, technical, responsibility, organization, workflow, communication",Unknown,Bachelor,Unknown,"use, workflow, analysis, process"
2741,19,"project, microsoft, risk, stakeholder management, business, problem solving, jira, stakeholder, communication","analytical thinking, time, teamwork, planning, business, stakeholder communication, problem solving, organization skills, time management, stakeholder, communication",value,Unknown,Mid-Level,stakeholder
2742,19,"project, user, business, jira, agile, business analysis, scrum","analytical thinking, teamwork, initiative, business, customer, learning, documentation",Unknown,Unknown,Senior,"documentation, analysis"
2743,19,"business requirements, communication skills, data analysis, business process improvement, document, project, risk, functional requirements, user stories, requirements, business, user, crm, agile, business analysis, process, business case, communication","communication skills, collaboration, feedback, planning, business, customer, technical, time management, negotiation, documentation, communication",Unknown,Unknown,Unknown,"requirements, case, process, documentation, analysis"
2744,19,"communication skills, project, requirements, problem solving, jira, confluence, agile, data, scrum","communication skills, analytical thinking, customer, technical, problem solving, active listening, documentation",Unknown,Unknown,Senior,"requirements, documentation"
2745,19,"use, project, requirements, business, backlog, impact, stakeholder, business analysis","business, technical, stakeholder, learning, documentation",Unknown,Unknown,Unknown,"use, requirements, impact, stakeholder, documentation, analysis"
2746,19,"use, project, requirements, business, user, jira, confluence, agile, business analysis, functional, process, trend, communication","planning, business, technical, learning, negotiation, communication",Unknown,Unknown,Senior,"use, requirements, analysis, process"
2747,19,"communication skills, requirements, business, jira, agile, sql, scrum","technical, communication skills, business",Unknown,Master,Senior,requirements
2748,19,"interviews, project, document, presentation skills, uml, business, user, power, process, data, sql, scrum, communication, microsoft","time, organization, presentation skills, business, customer, responsibility, technical, learning, analytical, communication",Unknown,Master,Unknown,"analysis, process"
2749,19,"project, requirements, business, problem solving, stakeholder, agile, process, scrum, communication","teamwork, business, problem solving, technical, customer, stakeholder, communication",Unknown,Unknown,Senior,"stakeholder, requirements, process"
2750,19,"project, document, requirements, business, user, impact, jira, erp, confluence, process, report","planning, report, business, time",Unknown,Bachelor,Senior,"requirements, impact, process, report, analysis"
2751,19,"uml, business, user, use case, functional, sql","technical, business",Unknown,Unknown,Senior,"use, case, analysis"
2752,19,"use, requirement, data analysis, project, microsoft, workflow diagrams, requirements, business, user, problem solving, presentation, jira, agile, business analysis, process, scrum, communication","requirement, analytical thinking, teamwork, planning, initiative, business, presentation, customer, problem solving, time management, learning, workflow, documentation, communication",Unknown,Master,Mid-Level,"use, requirements, model, process, workflow, documentation, analysis"
2753,19,"requirement, project, uml, document",requirement,Unknown,Unknown,Unknown,analysis
2754,19,"communication skills, requirements, business, agile, business analysis","technical, communication skills, business, analytical",Unknown,Unknown,Senior,"requirements, analysis"
2755,19,"project, kpis, change, presentation skills, requirements, business, user, problem solving, erp, crm, process, sql, communication","time, presentation skills, business, problem solving, documentation, analytical, communication",Unknown,Unknown,Senior,"requirements, documentation, analysis, process"
2756,19,"communication skills, market research, data analysis, business, data visualization, business analysis, data","communication skills, planning, business, responsibility, attention to detail, analytical",value,Unknown,Senior,analysis
2757,19,"business requirements, communication skills, requirement, stakeholder analysis, process modeling, business, problem solving, agile, word, process, workflow, scrum","communication skills, requirement, organization, business, problem solving, customer, technical, stakeholder, workflow",Unknown,Unknown,Senior,"requirements, stakeholder, process, workflow, analysis"
2758,19,"market, project, requirements, business, problem solving, stakeholder, agile, business analysis, process, scrum, communication","teamwork, business, problem solving, technical, customer, stakeholder, communication",Unknown,Unknown,Senior,"stakeholder, requirements, analysis, process"
2759,19,"business requirements, interviews, communication skills, data analysis, project, functional requirements, requirements, business, process","communication skills, collaboration, time, attention, planning, business, technical, time management, documentation, analytical",Unknown,Unknown,Senior,"requirements, documentation, analysis, process"
2760,19,"interviews, project, document, presentation skills, uml, user, business, requirements, power, process, data, scrum, communication, microsoft","time, organization, presentation skills, planning, business, customer, responsibility, technical, learning, documentation, analytical, communication",Unknown,Master,Unknown,"requirements, documentation, analysis, process"
2761,19,"use, problem, requirement, project, change, user, business, requirements, impact, business analysis, process, communication","problem, requirement, teamwork, time, planning, business, organization skills, documentation, communication",Unknown,Unknown,Unknown,"use, requirements, impact, process, documentation, analysis"
2762,19,"business requirements, use, document, dashboards, bpmn, user, business, requirements, impact, jira, confluence, stakeholder, report, sql, communication","feedback, planning, initiative, business, technical, stakeholder, report, documentation, analytical, communication",value,Unknown,Senior,"use, requirements, impact, model, stakeholder, report, documentation, analysis"
2763,19,"business requirements, project, requirements, business, presentation, problem solving, functional, process, data, brd, communication, microsoft","teamwork, analytical thinking, business, presentation, problem solving, communication",Unknown,Unknown,Unknown,"build, requirements, process"
2764,19,"document, user, business, requirements, erp, agile, process, data, sql","collaboration, planning, business, technical, documentation",Unknown,Unknown,Senior,"requirements, documentation, process"
2765,19,"business requirements, use, project, risk, change, requirements, business, backlog, impact, agile, data, communication","collaboration, time, attention, organization, business, customer, responsibility, flexibility, learning, analytical, communication",value,Unknown,Senior,"use, build, requirements, impact, model, building"
2766,19,"communication skills, requirement, project, user, business, problem solving, agile, functional, business analysis, sql, scrum","communication skills, requirement, teamwork, business, problem solving, time management, analytical",Unknown,Unknown,Senior,analysis
2768,19,"communication skills, change management, project, kpis, risk, critical thinking, requirements, business, business analysis, process, data","communication skills, critical thinking, planning, business, customer, flexibility, decision, analytical",Unknown,Master,Senior,"build, requirements, analysis, process"
2769,19,"user, requirements, business, problem solving, impact, jira, confluence, erp, functional, business analysis, data","analytical thinking, business, problem solving, technical, learning, documentation",Unknown,Unknown,Unknown,"requirements, impact, building, documentation, analysis"
2770,19,"powerpoint, business, problem solving, business analysis, word, process, data, sql, communication","business, problem solving, documentation, analytical, communication",Unknown,Unknown,Unknown,"documentation, analysis, process"
2771,19,"use, communication skills, project, tableau, requirements, business, process, data","active, communication skills, business, analytical",Unknown,Unknown,Unknown,"use, build, requirements, process, analysis"
2772,19,"use, project, problem solving, business analysis, sql","time, analytical thinking, organization, business, customer, problem solving",Unknown,Unknown,Senior,"use, analysis"
2773,19,"requirement, data analysis, change management, market, user, business, problem solving, functional, process, data, communication","requirement, teamwork, analytical thinking, organization, planning, decision making, business, customer, problem solving, time management, communication",value,Unknown,Unknown,"analysis, process"
2774,19,"business requirements, communication skills, requirement, stakeholder analysis, process modeling, business, problem solving, agile, word, process, scrum","communication skills, requirement, organization, business, problem solving, customer, technical, stakeholder",Unknown,Unknown,Senior,"stakeholder, requirements, analysis, process"
2775,19,"market, project, requirements, business, problem solving, stakeholder, agile, process, scrum, communication","teamwork, business, problem solving, technical, customer, stakeholder, communication",Unknown,Unknown,Unknown,"stakeholder, requirements, process"
2776,19,"communication skills, market, market research, project, metrics, business, impact, crm, data, sql, communication","communication skills, collaboration, organization, business, technical, analytical, communication",value,Unknown,Unknown,"build, analysis, impact"
2777,19,"business requirements, project, bpmn, user, business, problem solving, jira, agile, functional, process, scrum","analytical thinking, time, decision making, initiative, planning, business, feedback, customer, problem solving, responsibility, active, learning, technical",Unknown,Bachelor,Unknown,"requirements, process"
2778,19,"use, communication skills, risk, project, business, presentation, problem solving, jira, confluence, functional, process","communication skills, organization, business, presentation, problem solving, analytical",Unknown,Master,Unknown,"use, build, process, building, analysis"
2779,19,"business requirements, requirement gathering, communication skills, document, project, user, business, backlog, requirements, problem solving, functional, sql","requirement gathering, communication skills, analytical thinking, planning, decision making, business, problem solving, technical, customer, curiosity, analytical",Unknown,Unknown,Senior,"requirements, analysis"
