category_name,job_title,location,release_date,applicant_number,workplace_type,employment_type,job_description
Game Designer,Content Management System Developer (CMS),"Istanbul, Türkiye",1 week,97,Hybrid,Full-time,"About the job
Company Description
Publicis Groupe Turkey operates with 14 agencies under its umbrella: Starcom, Zenith, Spark, Datawise, PMX, Performics, Publicis Istanbul, Leo Burnett, MSL, Digitas, Hypers Productions,
Publicis GO, Platform Next, Saatchi & Saatchi. Agencies are specialized in areas such as data, performance marketing, affiliate, e-commerce, content, production, media, advertising, and PR. Publicis Groupe Turkey includes almost 500 talents and is located in İstanbul.
Responsibilities
Updated and managed content for global brand websites.
Upload new content and edit existing materials through CMS platforms.
Optimize text and visual content for system compatibility.
Collaborate with the technical team to identify and resolve issues.
Ensure content aligns with SEO and performance metrics.
Qualifications
Bachelor's degree in Information Technologies, Communication, New Media, or a related field (preferred).
Basic knowledge of Content Management Systems (CMS).
Short-term experience (0-1 year) with at least one CMS platform, such as WordPress, Adobe Experience Manager, Joomla, First Spirit, Drupal, or Content Stack.
Basic understanding of HTML and CSS.
Strong time management and problem-solving skills.
English proficiency is preferred."
Game Designer,Frontend Developer,"Ankara, Türkiye",3 week,100,Hybrid,Full-time,"About the job
Innovance provides the latest generation & high-quality digital transformation initiatives for banks and institutions since 2017 from near-sourcing services to technology advisory services.
Local Us
, a recent addition to our investment portfolio, operates in the fields of artificial intelligence, advanced data analytics, open-source databases, and microservice architecture. It is an engineering company that set out with the vision of providing easily adaptable and localized solutions according to needs, and aims to integrate with other innovative solutions in the sector in addition to developing its own R&D products.
We are looking for a passionate
""Frontend Developer""
with expertise in Vue.js to join our dynamic team. This is a hybrid position based in Ankara.
Required Qualifications:
Bachelor’s degree in a quantitative field (e.g., Computer Engineering, Mathematics Engineering, Industrial Engineering, Management Information Systems, Mathematics, Statistics)
At least 2 years of active project experience in frontend development
Proficiency in Vue.js 2 or 3
Strong knowledge of CSS, SCSS (SASS module)
Solid understanding of JavaScript
Experience with Web API fetching (able to perform CRUD operations effectively)
Knowledge of reactive web development
Proficient in using the GIT system (GitLab, GitHub)
Knowledge of Node.js, NPM, Node Modules is a plus
Familiarity with Chart.js is a plus
Familiarity with PrimeVue or PrimeFaces is a plus
Experience with process tracking software such as Trello and Jira is a plus
Fluency in English with excellent writing skills is a plus
Desired Characteristics:
Strong analytical and problem-solving skills
Excellent teamwork and communication abilities
Eager to learn new tools and technologies
Data-driven analytical mindset
Detail-oriented
Solution-oriented
Self-starter
Follow us:
LinkedIn:
www.linkedin.com/company/innovance-consultancy
LinkedIn:
www.linkedin.com/company/localus
Website:
www.localus.com.tr
Instagram:
www.instagram.com/innovanceconsultancy"
Game Designer,IOS Developer,"Bostancı, Istanbul, Türkiye",1 week,100,On-site,Full-time,"About the job
General qualities
Graduated from the departments related to computer engineering or software engineering of universities,
If you have at least 3 years of mobile software development experience,
If you know well Swift and have a work experience in this regard,
If you worked with Rest APIs,
Go if you used version control,
If you speak English well,
If you know about agile processes,
For male candidates, if you have completed their military service, we are waiting for your applications.
Job definition
In e-commerce IOS mobile software projects,
In the addition of new technologies and ideas to mobile projects by making the agenda in Coffee Talks,
In providing integration of IOS -based applications with other systems,
Regularly and continuously in processes in the determination of improvement areas and designing and making suggestions,
Including the Agile processes, you will be active in the software team."
Game Designer,Mobile Developer,"Istanbul, Istanbul, Türkiye",1 week,100,Remote,Full-time,"About the job
Description
Kloia is a recognized AWS Partner with a deep focus on Application Modernization and Digital Transition projects.
Our teams are growing rapidly and we’re hiring a Mobile Developer to work on customer projects and also work on our internal products that we provide to our customers.
What does a Mobile Developer do?
In Kloia, Mobile Developer’s’ main focus is to work on large-scale, complex and enterprise-wide projects, and deliver the know-how and the expertise required to build reliable, secure and scalable applications.
Key parts of this role are to take part in the design and development process and help to make the right trade-offs between performance, cost, security and reliability, as well as to be a reliable escalation point supporting the system in production.
As a Mobile Developer You Will
Collaborate with cross-functional teams (Product, UX/UI, Backend, DevOps) to define, design, and ship new features on both Android and iOS platforms.
Write clean, maintainable, and scalable code, following best practices and modern development principles.
Integrate with backend services (REST, GraphQL, etc.) and handle data persistence, networking, and performance optimizations.
Participate in code reviews, architecture discussions, and technical design sessions to ensure robust, secure, and efficient apps.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency and app quality.
Troubleshoot, debug, and resolve production issues and performance bottlenecks.
Contribute to R&D activities by prototyping new ideas and experimenting with cutting-edge tools.
What would an average day look like?
An average day at Kloia starts with team stand-ups and sprint planning sessions where priorities are set and challenges are discussed. You will then dive into hands-on coding and feature development, participate in code reviews, and troubleshoot technical issues as they arise. Your day will also include collaboration with designers, backend engineers, and DevOps specialists, ensuring that every new feature or update is seamlessly integrated into our robust mobile ecosystem.
Who should apply?
At Kloia, we are looking for mobile developers who are passionate about building high-quality, innovative applications for both iOS and Android, and who thrive in a collaborative, forward-thinking environment.
If you have a strong technical foundation, a drive to tackle complex challenges, and a commitment to delivering scalable, secure solutions, then you belong on our team. We value individuals who are eager to contribute their expertise, embrace continuous learning, and play an active role in digital transformation projects. As a part of the Kloia family (a firm renowned for its cutting) edge approach and dynamic team culture you’ll have the opportunity to work alongside some of the industry’s brightest minds, shaping the future of mobile technology while advancing your own career in an environment that champions excellence and innovation.
This all sounds great, what's it going to do for my career?
Joining Kloia means immersing yourself in a dynamic environment that not only hones your technical skills but also propels your career forward. You’ll work on large-scale, enterprise-wide projects and gain exposure to cutting-edge cloud-native technologies and best practices.
With opportunities for AWS training and certifications, hackathon days, and a supportive culture of knowledge sharing, your professional growth will be continually nurtured, positioning you as a leader in mobile innovation.
Requirements
Proven experience in developing mobile applications for iOS (Swift or Objective-C) and/or Android (Kotlin or Java). Cross-platform experience (Flutter, React Native, etc.) is a plus.
Familiarity with mobile architectures, design patterns (MVC, MVVM, etc.), and best practices.
Hands-on experience with RESTful APIs, JSON, and third-party libraries/frameworks.
Knowledge of version control (Git) and an understanding of CI/CD pipelines for mobile apps.
Basic understanding of cloud services (AWS, GCP, or Azure) is beneficial.
Experience with unit testing, UI testing, and debugging tools.
Excellent communication skills in English (both written and spoken) and the ability to work collaboratively in a distributed team environment.
Benefits
We have a range of awesome perks and benefits:
Work from anywhere and anytime concept
Remote budget which you can buy whatever required to increase your efficiency at your home working area
Hackathon Days
Access to AWS and CNCF/Kubernetes Trainings
AWS and Kubernetes certifications
R&D focus
Knowledge Sharing Summits
Out of scale salary, reward and Stock option system
We offer an incredible range of perks and benefits. Before the pandemic, we were also following work from anywhere principle, which means you are free to work from your home or from our offices (Workinton). We are always seeking new ways to make remote-work more social, including
Weekly Brown Bag Sessions
Weekly Happy Fridays
Virtual Socials
Online Games"
Game Designer,Software Engineer - Algotrading,"Istanbul, Türkiye",2 day,100,Hybrid,Full-time,"About the job
BiLira is a leading FinTech venture based in İstanbul Turkiye, backed by notable investors and partners. Our core technology TRYB, is a stable cryptocurrency pegged 1-to-1 to the Turkish Lira and is one of the largest non-USD stablecoins by market cap. Recently, we launched a crypto exchange platform designed to offer deep liquidity and the best prices for our users.
We are looking for a skilled Software Engineer to become an integral part of our expanding team. In this role, you will be responsible for designing, developing, and maintaining the exchange services that BiLira Kripto provides. Your focus will be on delivering high-quality, scalable software solutions that enhance customer experience, optimize performance, and uphold operational excellence.
Responsibilities:
Architect, implement or optimize distributed, scalable, robust, redundant, high-performance and low-latency trading systems.
Collaborate with stakeholders to build and sustain reliable, scalable, and secure software.
Develop or use solutions for monitoring, logging, and observability to ensure platform stability and reliability.
Take ownership of and resolve challenges by engaging with a wide variety of systems, processes, and technologies end-to-end.
Develop and maintain algorithmic trading strategies and systems.
Ensure the robustness and reliability of trading systems in a fast-paced environment.
Ideal Candidate:
BS degree in Software Engineering, Computer Engineering or a related field.
Min. 4 years in software engineering roles, working on modern cloud-based and containerized environments.
Experience with databases like
PostgreSQL, MongoDB, and Redis.
Familiarity with programming languages such as
Python, Go, or Node.js.
Exposure to CI/CD tools and workflows, particularly
GitHub Actions.
Experience with observability tools like
Prometheus, Grafana.
Understanding of distributed systems and messaging platforms including but not limited to
Kafka.
Experience in testing back-end services such as APIs, databases and distributed architecture.
Strong analytical, problem-solving, and communication skills. A proactive, team-oriented approach with a passion for delivering high-quality software."
Game Designer,Level Designer,"Istanbul, Türkiye",2 week,100,On-site,Full-time,"About the job
As Roof Stacks, we have been carrying out innovative projects since 2015. We aim to become a global actor in Tourism Systems, Extended Reality(AR/VR), Blockchain Technologies, Game Development, and Financial Technology, which are our areas of expertise.
We focus on creating a difference with the technologies we develop and designing the future. In addition to our central office in Ataşehir/İstanbul, we have branches in Antalya and Elazığ in Turkey.
We have strengthened our position in the global market by opening a new office in Austin, USA, which hosts world technology giants from all over the world.
About the Position:
We are looking for a Junior Level Designer for our GoArt application to join our team. As a Level Designer, your primary responsibility will be to design fun and engaging levels that enhance the user experience within the Unity game engine, featuring both historical content and futuristic concept environments.
Responsibilities:
Work with 3D Artists, Tech Artists, and Game Developers to create both historical and futuristic levels using the necessary assets.
Develop levels that are optimized for mobile devices.
Design levels that attract user attention using game mechanics, obstacles, puzzles, sounds, VFX, and interactive elements.
Make necessary revisions to levels based on feedback.
Requirements:
Minimum of 1 year of experience as a Level Designer.
Proficient in using game engines (Unity or Unreal Engine).
Knowledgeable about modern game design and technologies, and passionate about gaming.
Familiarity with game design principles, mechanics, and player psychology.
Ability to showcase work on a 2D/3D Platformer game in your portfolio (Mobile, PC).
Ability to work effectively within an interdisciplinary team and possess strong communication skills.
Creative problem-solving skills.
Ability to handle multiple tasks efficiently within time constraints.
Bonus:
Ability to create level sketches.
Proficiency with Git or similar VCS tools.
Having an artistic eye/perception, with knowledge in color theory, lighting, VFX, and SFX."
Game Designer,Software engineer,"Istanbul, Türkiye",1 week,100,Hybrid,Full-time,"About the job
What are we doing?
We are developing smart solutions for smart cities.
As the first domestic software company that pioneered the positional digitalization in 1989, we develop our journey as a leader in our sector with the joint contributions of Turkish engineers, customers and academics.
With our R & D team, we follow the tomorrow of technology and produce innovative solutions for increasing and diversified needs. We always work in cooperation with our sector and add value to the national economy and offer the most appropriate solutions for the needs.
General qualities
Graduates from the relevant departments of universities,
At least 5 years of software development experience in the software industry,
He developed software in the net platform and C# programming language,
· JavaScript, HTML5/CSS3, Bootstrap, JQuery, VUE.JS, React.Js, Angular.Js used a few of the front end technologies and dominates these technologies,
· Working with web services such as Webapı/Rest/SOAP,
· Worked on databases such as postgresql, mssql, oracle, mongodb,
. Good degree T-SQL knowledge,
. Preferably has PL/SQL knowledge,
Can use version control systems (TFS, SVN, Git, etc.),
· Recognizing server architectures such as Kubernetes and Docker Container,
Preferably worked with Microservice architecture,
. Elasticsearch, Rabbitmq, Kafka, such as new generation technologies, or knowledgeable,
· Used at least one of the orm vehicles (Dapper, EF, NHibernate, etc.),
Prone to teamwork,
. High analytical thinking and problem solving skills,
Open to innovation, which closely follows technological developments
· Preferably has a good level of English knowledge.
He completed his military service for male candidates or postponed
Job definition
· To take part in the process by taking on the designated software development tasks,
Playing an active role in solution and improvement processes,
To ensure the development, maintenance and support of existing and new applications to be developed,
To create and operate the unit tests required for the application components it has developed,
· To take an active duty in the improvement or optimization of existing processes by following new technologies.
We offer a competitive salary and side rights package, and we also provide the opportunity to work on challenging and effective projects. If you are a passionate and talented CRM specialist who likes to work in a cooperation -oriented environment, we recommend you to apply!"
Game Designer,Game Developer,"Sarıyer, Istanbul, Türkiye",1 day,100,On-site,Full-time,"About the job
Our core belief at Fugo is that our potential grows with our team. With each new team member, we ensure that we have moved a step forward towards creating the highest quality mobile games possible.
We’re looking for a passionate
Game Developer
who values an enjoyable work atmosphere and will make the difference in the mobile gaming industry.
Desired Skills and Experience:
Bachelor's degree in Computer Engineering or any equivalent department from a reputable university.
Good command of various programming languages such as C# and Unity
Understanding of Object-Oriented Programming (OOP) principles and practices.
Strong problem-solving skills, with the ability to debug complex issues and provide creative solutions.
Passion for creating impressive games and working in the mobile gaming sector.
What you will do:
Write clean, efficient, and well-documented code, and ensure that it is optimized for performance on various platforms.
Collaborate with other departments to ensure games of highest quality are developed.
Stay up-to-date with the latest trends, tools, and technologies in the gaming industry, and apply them to our games and development. processes.
What you can expect from us:
Being a part of a passionate team
Opportunity to take initiative and bring new ideas
Enjoy coming to work every day and to have delightful stories to tell your family and friends"
Game Designer,Game Designer - Video Game Projects,"Istanbul, Türkiye",2 day,100,Remote,Full-time,"About the job
Game Designer - Video Games Projects
Istanbul - Remote
Job Overview:
We’re looking for an experienced Game Designer to lead the design of engaging
match-3 games.
The role involves collaborating with cross-cultural teams to align with western market trends and player expectations, requiring a balance of technical skills, creativity, and leadership.
Responsibilities:
Define game vision and manage daily development.
Lead design direction for cross-regional teams.
Stay updated on western market trends.
Ensure quality localization and cultural relevance.
Maintain positive, long-term cross-cultural team relationships.
Requirements:
3-5 years of experience in
match-3 game
development.
Proven experience managing game development teams.
Strong cross-team and cross-cultural collaboration skills.
Expertise in match-3 design, A/B testing, and difficulty tuning.
Strong leadership to meet deadlines and deliver quality results.
In-depth knowledge of the casual and match-3 game market.
Fluency in English and Turkish
If this sounds interesting please apply directly or send your CV to
ma@eu-recruit.com.
Key words:
#GameDesign #VideoGames #GameDesigner #Match3Game
By applying to this role you understand that we may collect your personal data and store and process it on our systems. For more information please see our Privacy Notice (https://eu-recruit.com/about-us/privacy-notice/)"
Logistics / Supply Chain Manager,Ice Cream GTM Supply Chain Specialist,"Umraniye, Istanbul, Türkiye",1 week,100,On-site,Full-time,"About the job
Unilever is currently hiring for Ice Cream GTM Supply Chain Specialist - MET
Function:
Ice Cream Supply Chain GTM
Reports to:
Emre Engin
Scope:
Integrated Planning & Customer Experience Middle East and Türkiye
Location:
Ümraniye
Terms & Conditions:
Full time
About Unilever
With 3.4 billion people in over 190 countries using our products every day, Unilever is a business that makes a real impact on the world. Work on brands that are loved and improve the lives of our consumers and the communities around us. We are driven by our purpose: to make sustainable living commonplace, and it is our belief that doing business the right way drives superior performance. At the heart of what we do is our people – we believe that when our people work with purpose, we will create a better business and a better world.
At Unilever, your career will be a unique journey, grounded in our inclusive, collaborative, and flexible working environment. We don’t believe in the ‘one size fits all’ approach and instead we will equip you with the tools you need to shape your own future.
This role is responsible for Ice Cream MET (Middle East and Türkiye) Business.
Job Purpose
Find your purpose at Unilever. You will sit in the middle of S&OP Process, where you will work closely with our customer development, marketing, and sourcing unit teams to build an integrated volume and sales plan, you will work fo the delivery of the results and make shifts on the forecast based on consumption or business need changes and hence will be involved all downstream supply chain operations. In addition to Planning responsibilities, you’ll be taking role in Sourcing, Customer Experience, and Logistics processes for the region, where you’ll be primary contact within SC for customer communications, decision making processes and cross functional alignment involving customer related issues. If you are an expert in communication, willing to guide related stakeholders to grow our business together and ready to be owner of short/mid/long-term supply chain process by your analytical thinking aspects, then this role is just for you.
What Will Your Main Responsibilities Be
Generation of volume and value forecasting through executing the demand planning components of the Sales & Operations Planning (S&OP) process
To understand past and future assumptions, risks, and opportunities, and clean the sales data and build base forecast while keeping track of sales and marketing activity logs
To lead the development and facilitates the deployment of new capabilities in Demand Planning such as improvements on S&OP processes and digitalization of the forecasting and E2E S&OP
To manage inventory while ensuring maximum service level & availability. Minimizing business waste risk by actively managing over and residual inventory. Ensure guardrail processes and governance to manage inventory and business waste
To support and work with the category leadership team, providing E2E supply chain business partnership
To build long term customer experience strategy supported by short-mid term agenda to improve customer relations
To work in close communication with internal and external stakeholders to highlight risks and opportunities and trigger decision making, integrating CS perspective to E2E processes
To balance SC priorities with customer expectations and needs, enhancing SC responsiveness
To track Sourcing and Logistics operations
Experiences & Qualifications
WHAT WILL YOUR MAIN RESPONSIBILITIES BE
BSc. in Engineering
0-2 Years of operational experience, planning experience is preferred.
Excellence in both Turkish and English communication.
Strong stakeholder management experience is preferred.
Challenging the status quo and pushing the limits within SC and business operations
Expertise in communication skills as well as influencing & persuading
Analytical thinking and data analysis competencies
Skills
Problem solving
Effective Communication
Digital Awareness
Change Management
Stakeholder Management
Collaboration
Data Analytic
Risk Management
Leadership
You are energized by delivering fantastic results. You are an example to others – both your results and your resilience. You are constantly on the lookout for better ways to do things, engaging and collaborating with others along the way.
As an individual you are the one responsible for your own wellbeing and delivering high standards of work. You must also focus on the Consumer and what they need. You are humble and have your head up, looking around to interpret evidence and data smartly, spot issues and opportunities to make things better.
Critical SOL (Standards of Leadership) Behaviors
PASSION FOR HIGH PERFORMANCE: Takes personal responsibility and accountability for execution and results. Has an owner’s mindset, using data and insight to make decisions.
PERSONAL MASTERY: Sets high standards for themselves. Actively builds own wellbeing and resilience.
CONSUMER LOVE: Whatever their role, always looks for better ways to serve consumers. Invests time inside and outside to understand the needs of consumers.
PURPOSE & SERVICE: Has humility, understanding that leadership is service to others, inside and outside Unilever.
AGILITY: Explores the world around them, continually learning and developing their skills.
Unilever embraces diversity and encourages applicates from all walks of life! This means giving full and fair consideration to all applicants and continuing development of all employees regardless of age, disability, gender reassignment, race, religion or belief, sex, sexual orientation, marriage and civil partnership, and pregnancy and maternity.
Unilever is an organisation committed to equity, inclusion and diversity to drive our business results and create a better future, every day, for our diverse employees, global consumers, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. At Unilever we are interested in every individual bringing their ‘Whole Self’ to work and this includes you! Thus if you require any support or access requirements, we encourage you to advise us at the time of your application so that we can support you through your recruitment journey."
Logistics / Supply Chain Manager,Stock Manager,"Istanbul, Türkiye",1 month,100,On-site,Full-time,"About the job
Role Mission
We are looking for a Stock Manager for our Istanbul Istinye Park store.
Job Family Group Description - Sales / Omni-Channel:
Combines all positions within the different sales channels: retail, wholesale and e-commerce. Also includes all activities to support store management.
Job Family Description -Retail Operations:
Supports the sales process – puts displays in place, keeps stock level inventory, payment transactions, fitting or garment alterations.
Sub-Job Family Description - Stockroom:
Supervises the warehouse supplying products to the sales floor or other stores. Monitors stock and inventory levels. Oversees logistics of shipping between the local warehouse and regional warehouses.
Job Description
Job Family Group Description - Sales / Omni-Channel:
Combines all positions within the different sales channels: retail and wholesale. Also includes all activities to support store management.
Job Family Description -Retail Operations:
Supports the sales process – puts displays in place, keeps stock level inventory, payment transactions, fitting or garment alterations.
Sub-Job Family Description - Stockroom:
Supervises the warehouse supplying products to the sales floor or other stores. Monitors stock and inventory levels. Oversees logistics of shipping between the local warehouse and regional warehouses.
Key Requirements
At least 2 or 3 years of experience in similar contests within Retail or Luxury business
Fluent in English, written and spoken
Excellent organizational, interpersonal and communication skills
Excellent Excel and PowerPoint skills
Analytical capabilities
Project management and execution
Ability to manage multiple tasks in a fast-paced environment
Team working spirit
Work location
Istanbul, Istinye Park"
Logistics / Supply Chain Manager,Planning & Logistics Manager,"Çerkezköy, Tekirdağ, Türkiye",2 day,100,Hybrid,Full-time,"About the job
At GF, we see our company as a forward-thinking leader in our field. Since 1802, we have been embracing innovations and sustainable solutions of the highest quality that add value to people’s lives around the globe.
Georg Fischer has four main activities: GF Building Flow Solutions, GF Machining Solutions, GF Piping Systems and GF Casting Solutions.
GF Building Flow Solutions; is a well-established division of GF in 30 countries, including more than 4200 employees and 13 production facilities.
Georg Fischer Hakan Plastik is one of the world's leading manufacturers of plastic piping systems and preferred worldwide with its innovative products and operating in GF Building Flow Solutions Division.
As Georg Fischer Hakan Plastik, we are seeking a Planning & Logistics Manager to drive the strategic planning and strategic execution of GF Building Flow Solutions in Turkey, located in Çerkezköy.
Join us to shape the future of GF Building Flow Solutions in Turkey and drive strategic success!
Key Responsibilities:
Leads and manages demand planning and forecasting processes, ensuring accuracy and alignment with business goals.
Optimizes inventory levels, manages stock locations, and monitors supply chain issues to ensure product availability.
Develops and implements logistics strategies, manages warehouse operations, and overseas shipment planning and execution.
Identify areas for improvement and implement corrective actions in all aspects.
Requirements:
Graduated from related departments of universities (Industrial Engineering, Management Engineering preferably),
10 years of experience in the field, at least 5 years of planning management experience,
Good command of English,
Excellent oral and written communication, reporting and presentation skills,
Creative, organized, customer-oriented and highly communicative,
Analytical thinking and representation skills,
Strong leadership, team building and advanced coaching skills,
Strong problem-solving competence to effectively eliminate root causes,
Experience using statistical methods to characterize, analyze and communicate information required by different levels of the organization,"
Logistics / Supply Chain Manager,"Dealer Central Manager, Turkey",Greater Kocaeli,3 week,84,No workplace info,No employment info,"About the job
Do you want to help solve the world's most pressing challenges? Feeding the world's growing population and slowing climate change are two of the world's greatest challenges. AGCO is a part of the solution! Join us to make your contribution.
Managing the Dealer Central Team and the whole import & logistics operations. Managing of the import order process and outbound supply chain of all AGCO whole goods to AGCO customers in Turkey. Ensure dealer orders are loaded and processed quickly and efficiently for all product ranges. Create product and sundry invoices through SAP to the dealers, deal with customer claims (short shipments, transport damages, wrong built.). Monitoring, control, and reporting of company inventory to match forecast sales levels. Participate and follow up the budget/forecast meetings for all brands and ensure that the actual flow of goods is in line with the forecasts.
Your Impact
Optimize the stock allocation with the customer orders. Manage third party logistics operations optimizing importation and distribution activities.
Deal with customer claims (short shipments, transport damages, wrong built.)
Define all DC related processes for new product/s added to product range - like combines and balers and decide on the optimum logistics operation
Manage and control the purchasing, sales and assembly operations done by Logistics company for the locally sourced items (i.e., radio/tape, toolkit)
Entry of the Certificate of Confirmities and doing dealer assignments of the vehicles onto the Turkish Notary System (Artes) for the registration.
Your Experience And Qualifications
Bachelor's or master's Degree from related departments of a reputable university
Business understanding of the dealer environment including at least 5 years logistics experience. Advanced understanding of Word, Excel, Outlook, PowerPoint, SAP Logistics modules
Proficient level of communication skills (verbal & written) in English. Strong negotiating skills / influence
Ability to motivate others to achieve business objectives. Solution-finding to ensure customer satisfaction
Willing to travel. Living in İstanbul Anadolu/Kocaeli region or willing to.
Your Benefits
Transport: Transportation to our company is mainly done by shuttle buses, there is a free shuttle service from certain locations which you will have a chance to use.
Medical and Life Insurances: You will be eligible to participate in the Company’s medical & life insurance schemes which provides free medical cover for the Employee only.
Traveling: Company, provide you with support during your business trip - reimburse the cost of reasonable subsistence costs incurred in connection with Company business (including accommodation costs and the costs of meals).
Holidays: According to Turkish law and existing company’s practices & Much More...
Your Workplace
You will work with your wonderful AGCO Colleagues in Hybrid model from Kocaeli, Turkey.
We value inclusion and recognize the innovation a diverse workforce delivers to our farmers. Through our recruitment efforts, we are committed to building a team that includes a variety of experiences, backgrounds, cultures, and perspectives.
Join us as we bring agriculture into the future and apply now!"
Logistics / Supply Chain Manager,Customer Order Management Specialist - (Temporary / 18 Months),"Izmir, Izmir, Türkiye",1 week,100,On-site,Temporary,"About the job
Title:
Customer Order Management Specialist – (Temporary / 18 Months)
Location:
İzmir
Manages the complete order management process of AP; acst as customer contact person; assists / coordinates between sales, technical, marketing and finance; ensures adherence to and compliance with all BASF guidelines and procedures; takes ownership/responsibility and ensure that all back office processes from customer order receipt to payment receipt are OK; ensures a customer focused business environment, taking BASF’s business interests into account; implements process improvements
Order processing of all transaction type orders and order confirmations to customers
Order Management (Handle inquiries, check product availability, order entry and monitoring material allocation)
Proactive order monitoring and keeping customers updated with regular information pertaining to orders and shipments.
Handling enquiries, submitting quotations to customers in coordination with Sales Rep
Receivables Management: Monitoring customer overdues, resolving account and pricing
Credit Limit follow up, Credit form preparation + local contacts with Credit Management
Collect, report and process Non Conformances (NCM)
Handling of loyalty programs, customer rebate and bonus calculations
Support of Sales, Marketing, Controlling, Management and Business Center with expertise concerning customers and products
Ensure compliant execution of processes and adherence to BASF regulations as well as local laws
Qualification:
Bachelor’s degree
Fluent in English and Turkish
Min. 1 year of professional experience in related fields such as Supply Chain, Supply & Demand Planning or Customer Service
Experience in SAP and Microsoft Excel
Strong interpersonal/organizational skills.
Ability and willingness to work in a team.
Strong communication and negotiation skills.
Demonstrate Customer Focus: Act to deliver customer value while achieving profit table business results.
Communicate Effectively: Communicate with openness, clarity, organizational awareness, and empathy to achieve the desired results."
Logistics / Supply Chain Manager,E-commerce (B2C) - B2B Warehouse Shipment Manager,"Arnavutköy, Istanbul, Türkiye",11 hour,100,On-site,Full-time,"About the job
Who Are We?
Founded in 2005 with the vision of becoming a global fashion brand, our company now serves millions of customers worldwide through
500+ stores and online operations
.
At
DeFacto
, we see ourselves as more than just a company. Our goal is to strengthen the
engagement, motivation, and social responsibility
of every DeFacto team member who we call as
DeFactonian
. We encourage participation in internal events, sports, and social clubs while fostering a strong company culture through our
vision, mission, strategies, and principles
.
What Do We Expect from You?
Qualifications:
University graduate (Preferably from Engineering Departments)
At least 5 years of experience in E-commerce (B2C) Warehouse
management, Operational KPI and Team management
Mastering the processes of e-commerce platforms, marketplaces and other
alternative channels,
Experienced in White and Blue collar team management and giving
importance to team motivation
Proficient in using computers and programs,
Strong human relations, communication and analytical thinking skills,
Self-disciplined, result-oriented, with planning and organizational skills,
Giving importance to customer satisfaction,
Basic Functions:
● To develop and manage the end-to-end E-commerce (B2C) - B2B shipping
processes of our E-commerce Logistics Center located in Arnavutköy, with
close monitoring and analysis,
● To manage the collection, packaging and delivery process of work orders
according to the order and lot approvals completely and smoothly,
● Improving the business by increasing efficiency by analyzing E-Commerce
Orders and product operations to be sent to stores,
● Responsible for all daily order processes and operations,
● Organizing the entire process required by Product - Stock - Data management
and managing the team,
● Determining performance KPI criteria and managing the team,
● Ensuring that orders received from abroad are sent in accordance with the
relevant export processes,
● Ensuring coordination with the E-Commerce Operations, Supply Chain,
Planning and Customer Services teams at the head office.
What Do We Offer You?
🌍
Global Experience:
With a presence in
90+ countries
, you’ll have the opportunity to work on international projects and collaborate with diverse cultures.
📈
Career & Personal Growth:
Through
DeFacto Business Academy
, you can continuously develop your skills and participate in training programs that support your career.
🔄
Cross-Team Experience & Development:
With our
KatKat business development project
, you can gain experience in different departments, expand your skill set, and explore new career opportunities.
🏆
Recognition & Rewards:
Your achievements matter! Through our recognition platform,
DFLife Plus
, you can
earn reward points
for your successes and redeem them for gifts from our catalog.
💪
Wellness Support:
Thanks to our
Multisport partnership
, you can access gyms and wellness services at
special rates
, supporting both your physical and mental well-being.
👶
Family-Friendly Benefits:
For new parents at DeFacto, we provide
additional financial support, special leave rights, and a ""Welcome Little DeFactonian"" gift
to celebrate this exciting new chapter in your life.
❤️
Social Responsibility & Volunteering:
Join our
""Happiness Ambassadors""
and bring your social responsibility projects to life, or take part in existing initiatives as a volunteer.
🤝
Internal Communication & Communities:
Stay connected with all DeFactonians through
DFLife Plus
, where you can join
exclusive events, competitions, and social groups
while keeping up with company updates.
Ready to be part of the DeFacto? 🚀
You can reach detailed information on rights arising from the processing of your personal data under Law on the Protection of Personal Data numbered 6698 from Privacy Policy page at https://www.defacto.com.tr"
