id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
2874,16,"use cases, system, requirements, software, business, performance, technical, agile, business analysis, functional, technical specifications, data, sql, scrum, analytical, communication","collaborative, presentation skills, business, technical, flexibility, learning, team, negotiation, analytical, communication",unknown,unknown,unknown,"document, system, technical, data, analysis"
2878,16,"process, analytical thinking, systems, business, software, problem solving, performance, technical, it, hardware, data, communication","analytical thinking, initiative, business, problem solving, technical, active, team, documentation, communication",unknown,unknown,unknown,"data, technical"
2879,5,"project, time, continuous improvement, client, work, team, project management, vendor management, communication","problem, project, time, goal, client, team, documentation, communication",unknown,unknown,unknown,"track, project, documentation"
2880,5,"project, hybrid, change, client, monitoring, work, team, ms","problem, strategic, project, collaboration, organization, client, project coordination, responsibility, team, decision, negotiation skills",unknown,unknown,unknown,project
2882,5,"lessons learned, project, change, time, planning, monitoring, issue, quality, team, work, status","problem, project, resilience, collaboration, strategic, organization, planning, initiative, feedback, time, decision making, problem solving, active, team",unknown,bachelor,unknown,"mapping, project"
2884,5,"project, change, project planning, planning, budget, issue, team, status","project, strategic, planning, goal, team management",unknown,unknown,unknown,"plan, project"
2885,5,"continuous, work, quality, ms, team, communication","communication skills, team, communication",unknown,bachelor,unknown,unknown
2886,5,"project, change, planning, execution, continuous, agile, work, team, project goals, project management, communication","accountability, project, strategic, collaboration, planning, initiative, goal, team, communication",unknown,unknown,unknown,"track, agile, project, plan"
2888,5,"time, planning, monitoring, continuous, work, team, execution, communication","communication skills, strategic, time, planning, leadership, team management, active, team, strategic thinking, communication",unknown,unknown,mid-level,tracking
2890,5,"project, time, planning, cost, resource, pmp, work, team, risk management, agile, project management, communication","problem, project, risk, time, organization, planning, problem solving, team, documentation, communication",unknown,unknown,unknown,"risk, agile, project, documentation"
2893,5,"lessons learned, project, change, time, planning, monitoring, issue, quality, team, work, status","problem, project, resilience, collaboration, strategic, organization, planning, initiative, feedback, time, decision making, problem solving, active, team",unknown,bachelor,unknown,"mapping, project"
2896,5,"ms project, planning, pmp, work, team, project management","planning, project, team",unknown,unknown,unknown,"project, tracking"
2897,5,"project, planning, work, quality, meeting, communication","communication skills, project, leadership, planning, presentation, problem solving, organization skills, active",unknown,unknown,mid-level,project
2900,5,"project, change, prince2, planning, kanban, jira, monitoring, agile, work, project scope, team, pmp, continuous, project management, status, scrum, communication","communication skills, project, organization, leadership, planning, problem solving, organization skills, responsibility, team, communication",unknown,unknown,unknown,"agile, project"
2901,5,project,project,unknown,unknown,unknown,project
2904,5,"project, hybrid, change, client, monitoring, work, team, ms","problem, project, collaboration, organization, client, project coordination, responsibility, team, decision, negotiation skills",unknown,unknown,unknown,project
2906,5,"project, time, continuous improvement, critical, stakeholder management, scope, execution, stakeholder, budget, work, team, quality, project management, project execution, communication","accountability, communication skills, project, collaboration, time, resilience, organization, leadership, critical, stakeholder management, problem solving, responsibility, stakeholder, team, negotiation, communication",stakeholder engagement,unknown,unknown,"plan, stakeholder, project"
2907,5,"ms project, change management, project, risk, time, planning, cost, continuous improvement, budget, work, ms, project management, communication","risk, project, time, planning, communication",unknown,unknown,unknown,"scheduling, risk, project"
2910,5,"resource allocation, project, planning, client, work, team, project management","project, strategic, leadership, planning, client, team, task prioritization, documentation",unknown,unknown,junior,"track, project, documentation, tracking"
2913,5,"project, continuous improvement, stakeholder management, client, agile, quality, pmp, work, project management, execution, project execution, scrum, communication","stakeholder management, project, communication, client",unknown,unknown,unknown,"plan, stakeholder, agile, project"
2914,5,"risk, project, time, project planning, stakeholder, pmp, quality, team, work, project management, status, communication","risk, project, time, planning, initiative, presentation skills, active, stakeholder, team, strategic thinking, communication",unknown,unknown,unknown,"risk, stakeholder, project, tracking"
2916,5,"project closure, project, client, resource management, budget, continuous, quality, project scope, team, status, communication","communication skills, project, collaboration, adaptability, client, project coordination, team, negotiation, documentation, communication",unknown,unknown,unknown,"track, project, documentation"
2917,5,"project, planning, jira, pmp, work, team, meeting, project management, communication","communication skills, project, leadership, problem solving, task, team, planning skills, communication",unknown,bachelor,mid-level,project
2919,5,"budget, work, team, communication","communication skills, team",unknown,unknown,unknown,unknown
2920,5,"cost, team, project, hybrid, jira, continuous, meeting, status, project deliverables, work, project dashboard, project management, communication, planning, scope, stakeholder, agile, scrum, scrum master","communication skills, project, collaboration, organization, planning, leadership, stakeholder, team, communication",unknown,master,mid-level,"project, track, creation, stakeholder, agile, plan"
2924,5,"ms project, project, critical, stakeholder management, cost, cpm, time management, ms, budget, project budget, work, team, risk management, project management, communication","risk, project, critical, stakeholder management, time management, team, communication",unknown,unknown,mid-level,"risk, stakeholder, project"
2927,5,"meeting, project, status, planning, continuous, work, team, ms, project management, communication","communication skills, project, organization, planning, initiative, team, communication",unknown,unknown,unknown,"track, project, creation, plan"
2928,5,"project, asana, time, continuous improvement, planning, client, trello, work, team, project goals, project management, project execution, communication","problem, communication skills, project, time, adaptability, organization, planning, feedback, goal, client, team, documentation, communication",unknown,unknown,unknown,"track, project, documentation"
2929,5,"ms project, project, time, project planning, planning, initiation, scope, budget, monitoring, work, team, risk management, execution, communication","project, risk, time, planning, responsibility, active, team, communication",unknown,unknown,unknown,"risk, project"
2930,5,"quality management, project, time, risk management, planning, continuous improvement, critical, execution, agile, quality, work, team, team leadership, project management, communication","communication skills, project, risk, collaboration, time, leadership, planning, critical, team, documentation, communication",unknown,unknown,mid-level,"risk, agile, project, documentation"
2933,5,"project, change, planning, critical, resource, continuous, work, team, ms, project management, execution, communication","strategic, project, critical thinking, planning, organization, team, communication",unknown,phd,unknown,project
2934,5,unknown,unknown,unknown,unknown,unknown,unknown
2937,5,"project, cost, client, budget, work, team","project, team, client",unknown,unknown,unknown,"scheduling, project"
2939,5,"project, change, cost, agile, work, team, project management, scrum, scrum master, communication","problem, project, collaboration, team, documentation, communication",unknown,master,unknown,"plan, agile, project, documentation"
2940,5,"client, communication","accountability, communication skills, organization, leadership, clarity, client, responsibility",unknown,unknown,unknown,plan
2942,5,"project, prince2, project planning, planning, resource, scope, execution, stakeholder, pmp, work, monitoring, project management","planning, stakeholder, project, documentation",unknown,unknown,mid-level,"stakeholder, project, documentation"
2945,5,"critical, scope, continuous, work, team, communication","communication skills, critical thinking, leadership, critical, team, documentation, communication",unknown,bachelor,unknown,documentation
2948,5,"project, hybrid, change, continuous improvement, planning, stakeholder management, client, jira, pmp, quality, agile, team, project management, execution, communication","communication skills, strategic, project, collaboration, leadership, planning, stakeholder management, client, team, communication",unknown,unknown,unknown,"track, stakeholder, agile, project"
2954,5,"project, work, team, project management, communication","adaptability, project, team, communication",unknown,unknown,unknown,project
2956,5,"ms project, project, time, cost, time management, project budget, quality, team, ms, work, project management, communication","project, time, time management, team, communication",unknown,unknown,unknown,"plan, project, creation, tracking"
2961,5,"planning, continuous improvement, kanban, agile, work, team, scrum, scrum master, communication","planning, team, communication",unknown,master,unknown,"sprint, agile"
2962,5,"project, time, planning, time management, monitoring, work, team, ms, quality, project management, communication","communication skills, project, time, planning, problem solving, time management, team",unknown,unknown,unknown,"plan, project, creation"
2963,5,"monitoring, work, team, ms, communication","leadership, team, communication",unknown,unknown,unknown,"plan, tracking"
2967,5,"project, hybrid, planning, execution, budget, continuous, project management, status, communication","project, organization, planning, initiative, responsibility, communication, negotiation skills",unknown,unknown,unknown,"plan, project"
2968,5,"project, project planning, cost, budget, quality, project lifecycle, project execution","planning, project, documentation",unknown,unknown,unknown,"project, documentation"
2972,5,"project, client, monitoring, work, team, ms","problem, strategic, project, organization, client, project coordination, team, decision, negotiation skills",unknown,unknown,unknown,project
2973,5,unknown,unknown,unknown,unknown,unknown,unknown
2975,5,"project, asana, status, planning, closure, trello, jira, stakeholder, agile, work, pmp, project lifecycle, team, project management, execution, scrum, communication","project, planning, initiative, stakeholder, team, documentation, communication",unknown,unknown,unknown,"project, track, tracking, stakeholder, agile, documentation"
2977,5,"project, status, resource, client, scope, jira, budget, agile, quality, team, pmp, work, project management, scrum, communication","communication skills, project, collaboration, organization, client, team, documentation, communication",unknown,unknown,unknown,"project, track, scheduling, agile, plan, documentation"
2979,5,"planning, work, team, ms, quality, communication","planning, problem solving, active, team, communication",unknown,unknown,mid-level,tracking
2980,5,"change, planning, continuous, work, quality, ms, communication","task, planning, communication skills, problem solving",unknown,unknown,unknown,creation
2983,5,"lessons learned, change management, project, planning, cost, client, team, risk management, project schedule, project management","risk, project, planning, client, team",unknown,unknown,unknown,"scheduling, risk, project, plan"
2984,5,"status, planning, quality, work, team, project management, communication","communication skills, project, planning, team, documentation, negotiation skills",unknown,unknown,unknown,"project, documentation"
2986,5,"project, client, time management, work, project management, communication","communication skills, project, problem solving, client, time management",unknown,bachelor,unknown,project
2990,5,"project, status reporting, time, client, budget, work, quality","project, time, collaboration, client",unknown,unknown,mid-level,project
2992,5,"project, planning, pmp, work, team, meeting, project management, communication","communication skills, project, leadership, problem solving, task, team, planning skills, communication",unknown,unknown,unknown,project
2994,5,"capm, project, time, status, stakeholder, pmp, quality, team, agile, work, project management, scrum, communication","communication skills, project, collaboration, time, stakeholder, team, communication",unknown,unknown,unknown,"plan, stakeholder, agile, project"
2996,5,"change, continuous improvement, continuous, agile, work, team, quality, status, scrum, scrum master, communication","responsibility, feedback, communication skills, team",unknown,master,unknown,agile
2997,5,"project, time, planning, cost, critical, scope, quality, team, project lifecycle, project management, status, communication","communication skills, project, time, organization, planning, leadership, critical thinking, team management, team",unknown,master,unknown,"plan, project, track"
2998,5,"lessons learned, project, hybrid, time, change, status, cost, client, scope, waterfall, agile, pmp, team, project lifecycle, work, project management, scrum, communication","project, time, presentation, client, responsibility, team, negotiation skills, communication",unknown,unknown,mid-level,"agile, project"
3000,5,"continuous improvement, quality, team, ms, work, communication","leadership, team, communication",unknown,unknown,unknown,unknown
3002,5,"scope, pmp, quality, work, team, project management","project, feedback, presentation, responsibility, team",unknown,bachelor,unknown,project
3003,5,"vendor, project, hybrid, continuous, communication","project, communication",unknown,master,unknown,"project, tracking"
3004,5,"change, planning, work, team, ms, communication","communication skills, planning, problem solving, task, team",unknown,unknown,unknown,creation
3005,5,"project closure, project, budget, quality, team, ms, project management","project, decision making, presentation, active, team",unknown,unknown,unknown,"plan, project"
3006,5,"project, risk, hybrid, scope, budget, quality, team, project management","risk, leadership, project, team",unknown,unknown,unknown,"risk, project"
3008,5,"change management, project, time, resource, scope, budget, pmp, work, quality, project scope, project management, communication","communication skills, project, collaboration, time, feedback, documentation",unknown,unknown,unknown,"track, project, documentation"
3009,5,"vendor, resource allocation, project, time, project planning, planning, continuous improvement, scope, budget, agile, work, team, project scope, project management, execution, project execution, scrum master","project, time, leadership, planning, feedback, team",unknown,master,unknown,"sprint, plan, agile, project"
3010,5,"project, risk assessment, issue, work, team, project lifecycle, project management, execution, communication","communication skills, strategic, project, risk assessment, team, communication",unknown,master,unknown,"risk, plan, project"
3013,5,"project, status, resource, client, scope, jira, budget, agile, quality, team, pmp, work, project management, scrum, communication","communication skills, project, collaboration, organization, client, team, documentation, communication",unknown,unknown,unknown,"project, track, scheduling, agile, plan, documentation"
3014,5,"ms project, project, jira, execution, monitoring, work, team, quality, project management, communication","initiative, project, team, communication",unknown,bachelor,unknown,"project, tracking"
3015,5,"project, time, project planning, planning, work, team, project management, communication","project, collaboration, time, leadership, planning, feedback, team, communication",unknown,unknown,unknown,"plan, project, track"
3017,5,"project, planning, scope, project budget, pmp, quality, project management","organization, planning, project",unknown,unknown,unknown,project
3018,5,"project, planning, work, team, ms, project management","documentation, planning, project, team",unknown,bachelor,unknown,"project, documentation"
3020,5,"project, time, change, continuous improvement, cost, scope, quality, team, work, communication, monitoring and controlling","project, time, team, documentation, communication",unknown,unknown,unknown,"track, project, documentation"
3021,5,"project, time, budget, agile, work, team, project management","accountability, project, time, team, negotiation",unknown,unknown,unknown,"agile, project"
3022,5,"project, time, change, status, planning, critical, client, time management, budget, work, project scope, meeting, team, project management","project, time, planning, critical, client, time management, team, documentation",unknown,unknown,unknown,"track, project, documentation, tracking"
3023,5,"project, risk, change, kpi, time, planning, critical, hybrid, scope, quality, team, work, project management, execution","strategic, project, risk, time, planning, critical, decision making, goal, leadership, problem solving, team, negotiation",unknown,bachelor,unknown,"scheduling, risk, project, tracking"
3024,5,"vendor, risk, project planning, pmp, team, ms project, project, hybrid, ms, status, prince2, work, project schedule, project management, execution, time, planning, resource, communication plan, budget","project, risk, time, organization, planning, team, documentation, communication",unknown,unknown,unknown,"risk, project, tracking, plan, documentation"
3026,5,"project, planning, critical, monitoring, continuous, work, team, communication","project, strategic, organization, planning, critical, presentation skills, presentation, responsibility, team, communication",unknown,unknown,unknown,project
3028,5,"project, hybrid, planning, client, quality, work, team, communication","communication skills, project, organization, planning, decision making, leadership, client, problem solving, team, communication",unknown,unknown,unknown,"plan, project"
3030,5,"project, prince2, time, critical, client, time management, jira, agile, work, team, pmp, project management, status, communication","communication skills, project, time, critical, client, responsibility, time management, task, team, communication",unknown,unknown,junior,"agile, project, tracking"
3031,5,"project, time, status, time management, ms, agile, project schedule, team, execution","project, time, adaptability, time management, team",unknown,unknown,unknown,"scheduling, plan, agile, project"
3033,5,"project, time, change, status, planning, critical, client, time management, budget, work, project scope, meeting, team, project management","project, time, planning, critical, client, time management, team, documentation",unknown,unknown,unknown,"track, project, documentation, tracking"
3034,5,"stakeholder, work, communication, client","collaboration, feedback, presentation, client, stakeholder, communication",unknown,unknown,unknown,stakeholder
3036,5,"project, planning, project deliverables, budget, quality, work, team, project management, communication","planning, communication skills, project, team",unknown,unknown,junior,project
3037,5,"project, risk assessment, time, client, work, team, ms, execution","project, risk assessment, time, presentation skills, presentation, client, responsibility, team, decision",unknown,bachelor,unknown,"risk, project"
3038,5,"quality management, project, time, project planning, planning, status, scope, jira, monitoring, pmp, quality, budget, ms, team, project goals, work, project management, communication","project, time, planning, goal, presentation, problem solving, task, team, negotiation, documentation, communication",unknown,unknown,mid-level,"project, documentation, tracking"
3041,5,"risk, pert, cost, quality, team, project execution, project, risk assessment, continuous, issue, risk management, change management, change, continuous improvement, gantt, time management, work, project management, execution, communication, scope, stakeholder","communication skills, risk, project, risk assessment, leadership, responsibility, time management, stakeholder, team",unknown,unknown,unknown,"risk, project, creation, stakeholder, register, plan"
3042,5,"project, project deliverables, client, scope, budget, quality, team, work, project management, communication","communication skills, project, collaboration, client, team, documentation, communication",unknown,unknown,unknown,"project, documentation"
3043,5,"project management, execution, project",project,unknown,unknown,unknown,"project, tracking"
3044,5,"ms project, project, change, planning, cost, budget, monitoring, quality, agile, ms, work","organization, planning, project",unknown,unknown,unknown,"track, agile, project"
3045,5,project,"problem, project",unknown,unknown,unknown,"plan, project"
3047,5,"quality management, resource allocation, project, risk, continuous improvement, planning, scope, communication plan, budget, execution, quality, team, risk management, work, monitoring, team leadership, project management, communication","communication skills, project, risk, organization, planning, initiative, leadership, goal, presentation, team, communication",unknown,unknown,mid-level,"risk, plan, project, track"
3048,5,"change management, project, change, hybrid, planning, closure, continuous improvement, initiation, execution, monitoring, budget, work, team, project management, communication","project, collaboration, organization, planning, team, communication",unknown,unknown,unknown,"track, mapping, project"
3050,5,"project management, communication","project, strategic, collaboration, communication",unknown,unknown,unknown,"track, project"
3051,5,"project, stakeholder, team, project management, execution","accountability, project, strategic, organization, leadership, stakeholder, team, negotiation",stakeholder engagement,unknown,unknown,"stakeholder, project"
3053,5,"project, time, continuous improvement, quality, team, project management, execution","project, collaboration, time, organization, feedback, presentation skills, team",unknown,unknown,mid-level,project
3057,5,"project, hybrid, planning, client, quality, work, team, communication","communication skills, strategic, project, organization, planning, decision making, leadership, client, problem solving, team",unknown,unknown,unknown,"plan, project"
3059,5,"project, time, change, status, planning, critical, time management, execution, conflict resolution, team, work, project management, project execution, communication","strategic, project, time, organization, leadership, critical, planning, presentation, team management, time management, conflict resolution, team, communication, negotiation skills",unknown,unknown,unknown,"scheduling, track, project, creation"
3067,5,"project, planning, critical, resource, client, scope, time management, monitoring, work, team, project management, status, communication","strategic, project, planning, critical, client, time management, team, documentation, communication",unknown,bachelor,unknown,"project, documentation"
3068,5,"project, change, agile, work, quality, team","project, team",unknown,unknown,unknown,"track, agile, project, creation"
3070,5,"project, time, budget, agile, quality, team, work, status","strategic, collaboration, project, time, feedback, team",unknown,unknown,unknown,"agile, project"
3072,17,"market, business, team, business development, presentations","responsibility, business",unknown,unknown,unknown,"market, business, strategy"
3073,17,"powerpoint, strategic, microsoft, lead, network, digital, business, verbal, target, crm, written, brand, team, sales, presentations","strategic, feedback, network, business, confidence, sales, communication",opportunity,unknown,unknown,"design, lead, business, crm, sales, strategy"
3075,17,"market, business opportunities, account management, sales meetings, network, business, prospecting, business development, sales","communication skills, network, business, sales",unknown,unknown,unknown,"market, business, sales"
3076,17,"kpi, email, customer, team, sales","teamwork, time, customer, active, sales, communication",opportunity,unknown,unknown,sales
3078,17,"digital, business, team, business development, sales, microsoft","accountability, teamwork, business, responsibility, sales",opportunity,unknown,unknown,"business, sales"
3079,17,"industry, strategic, written, team, business development","communication skills, strategic, business, presentation, active",opportunity,bachelor,junior,business
3080,17,team,unknown,opportunity,unknown,unknown,design
3084,17,"trade, industry, business, closing",business,unknown,bachelor,mid-level,business
3085,17,"business opportunities, sales, business, customer, written, business development, verbal communication, strategic partnerships, presentations","communication skills, strategic, persuasion, feedback, business, presentation, customer, goal, task, sales, communication",unknown,unknown,unknown,"design, business, sales"
3087,17,"industry, strategic, growth, business, problem solving, business development, sales","strategic, growth, relationship, business, problem solving, sales, communication",unknown,unknown,unknown,"growth, business, sales"
3089,17,"powerpoint, crm",unknown,unknown,unknown,unknown,"crm, plan"
3091,17,"account, business, team","business, time",opportunity,bachelor,unknown,"generation, business"
3093,17,"sales targets, market, business opportunities, strategic, growth, trade, business, customer, target, crm, proposal, business development, negotiation, sales","strategic, growth, presentation skills, business, presentation, customer, negotiation, sales, communication",unknown,unknown,mid-level,"market, growth, business, crm, proposal, sales"
3094,17,"industry, linkedin, sales pipeline, lead generation, growth, network, digital, business, prospecting, customer, email, revenue, written, team, business development, sales","growth, network, business, goal, customer, sales",opportunity,unknown,junior,"lead, growth, business, generation, sales, strategy"
3095,17,"industry, strategic, kpi, growth, business, written, team, negotiation, business development","strategic, growth, business, negotiation skills, communication",unknown,unknown,unknown,"growth, business, entry"
3096,17,"strategic, business, problem solving, written, team, business development, verbal","communication skills, strategic, initiative, business, problem solving",unknown,bachelor,unknown,"design, business, optimization"
3097,17,unknown,unknown,unknown,unknown,unknown,plan
3098,17,"powerpoint, customer, crm, written, team, verbal","customer, communication skills, time",unknown,bachelor,unknown,crm
3100,17,unknown,unknown,unknown,unknown,unknown,unknown
3101,17,"market, business, competitive, customer, team, negotiation, business development","customer, business, negotiation",unknown,unknown,unknown,"market, design, business"
3102,17,"industry, market, business opportunities, salesforce, closing, growth, business, customer, client, revenue, crm, market trends, brand, business development, networking, sales","communication skills, growth, business, client, customer, networking, sales",unknown,master,unknown,"market, growth, business, crm, sales"
3103,17,"industry, market, business opportunities, sales, lead, competitive, business, customer, pricing, revenue, proposal, business development, negotiation, strategic partnerships","strategic, business, customer, negotiation, sales, communication",unknown,unknown,unknown,"market, lead, business, proposal, sales"
3105,17,"lead, trade, growth, competitive, business, crm, target, written, team, strategic thinking, sales","collaboration, growth, business, goal, strategic thinking, sales",unknown,unknown,unknown,"design, lead, growth, business, generation, crm, sales"
3107,17,unknown,time,unknown,unknown,junior,unknown
3109,17,"market, competitive, business, customer, sales, presentations","time, business, customer, sales, communication",unknown,bachelor,junior,"market, business, sales"
3110,17,"industry, market, business, team","time management, communication skills, business, communication",unknown,unknown,unknown,"plan, market, business"
3113,17,"market, strategic, growth, digital, business, customer, target, team, business development, presentations","strategic, growth, relationship, business, customer",market analysis,unknown,unknown,"market, design, growth, business, plan, strategy"
3114,17,"industry, linkedin, industry events, lead, email, b2b, client, crm, team, business development, networking, sales, customer relationship","communication skills, feedback, relationship, business, customer, client, active, networking, sales",opportunity,unknown,unknown,"lead, business, b2b, crm, sales"
3116,17,"market, business opportunities, network, business, customer, business development, sales","communication skills, teamwork, time, network, business, customer, active, sales",opportunity,unknown,mid-level,"market, business, sales"
3117,17,"industry, market, sales, growth, business, market trends, pricing, written, brand, business development, competitive analysis","presentation, growth, business, sales",unknown,unknown,mid-level,"growth, market, business, sales"
3120,17,"strategic, growth, business, client, team, business development, sales","strategic, collaboration, growth, relationship, business, client, professionalism, sales, communication",unknown,unknown,unknown,"growth, business, sales"
3121,17,"industry, sales, microsoft, lead generation, growth, email, business, customer, revenue, crm, team, business development, hubspot, cold, strategic partnerships, presentations","strategic, collaboration, growth, business, customer, sales, communication",unknown,master,unknown,"lead, growth, business, generation, crm, sales"
3122,17,"market, business, competitive, customer, team, negotiation, business development","customer, business, negotiation",unknown,unknown,unknown,"market, business"
3123,17,unknown,unknown,unknown,unknown,unknown,plan
3125,17,"industry, industry events, lead, email, b2b, client, crm, team, business development, networking, sales, customer relationship","communication skills, feedback, relationship, business, customer, client, active, networking, sales",opportunity,unknown,unknown,"lead, business, b2b, crm, sales"
3126,17,"strategic, proposal writing, business, proposal, business development, presentations","accountability, strategic, business, presentation",opportunity,unknown,unknown,"plan, proposal, business, strategy"
3127,17,"business, customer","customer, persuasion, business, communication",unknown,unknown,unknown,business
3128,17,"written, linkedin, team, negotiation",negotiation skills,unknown,bachelor,unknown,unknown
3130,17,"industry, market, business opportunities, account, microsoft, trade, business, customer, team, business development, sales, presentations","communication, business, sales, customer",unknown,unknown,unknown,"market, business, sales"
3132,17,"market, growth, digital, written communication, business, customer, revenue, target, team, brand, business development, cold, sales","communication skills, growth, business, customer, sales, communication",opportunity,bachelor,unknown,"market, growth, business, sales, entry"
3133,17,"industry, account, business, strategic thinking, team","task, feedback, business, strategic thinking",opportunity,unknown,unknown,"plan, business"
3134,17,"business, customer, problem solving, crm, team, sales","time, business, customer, problem solving, sales, communication",opportunity,unknown,unknown,"crm, business, sales"
3136,17,"b2b sales, strategic partnerships, market expansion, market, lead, network, competitive, b2b, business development, sales","communication skills, strategic, network, business, sales",unknown,unknown,unknown,"market, lead, business, b2b, sales"
3138,17,account,"presentation, teamwork",unknown,unknown,junior,unknown
3139,17,"industry, lead, network, business, team","network, business, time",opportunity,unknown,junior,"lead, business"
3140,17,"growth, business, written, team, negotiation, business development, strategic partnerships","communication skills, strategic, collaboration, growth, business, negotiation skills, communication",unknown,unknown,unknown,"growth, business, optimization"
3141,17,"growth, business, team","time, growth, business, responsibility, communication",opportunity,unknown,unknown,"growth, business"
3142,17,"industry, market, strategic, closing, growth, digital, business, customer, client, revenue, team, business development, sales","communication skills, strategic, growth, feedback, business, customer, client, sales",opportunity,bachelor,unknown,"market, growth, business, sales, strategy"
3143,17,"market, account, account management, growth, partnership, client, crm, written, team, salesforce, sales","communication skills, time, feedback, pitch, growth, goal, client interaction, sales, communication",unknown,unknown,unknown,"market, growth, pitch, partnership, crm, plan, sales"
3144,17,"strategic, growth, competitive, revenue, written, team, business development","communication skills, growth, strategic, business",unknown,unknown,mid-level,"growth, business"
3145,17,"growth, brand","growth, communication",unknown,unknown,unknown,growth
3146,17,"sales targets, industry, market, kpi, business, partnership, team, business development, sales, microsoft","communication skills, presentation skills, clarity, business, time management, sales, communication",unknown,unknown,unknown,"partnership, market, business, sales"
3147,17,"account, lead, digital, business, customer, team, customer satisfaction, business development","business, customer, responsibility, task, communication",opportunity,bachelor,mid-level,"lead, plan, business, strategy"
3148,17,unknown,unknown,unknown,unknown,unknown,plan
3149,17,"market, sales pipeline, lead generation, growth, business, prospecting, client, customer, crm, team, negotiation, market trends, business development, sales, closing deals","growth, business, customer, client, negotiation skills, sales, communication",unknown,unknown,mid-level,"market, lead, growth, business, generation, crm, sales"
3150,17,"customer, digital, business, problem solving","communication skills, teamwork, business, customer, problem solving",unknown,unknown,mid-level,business
3152,17,"market, account, trade shows, business, customer, sales","business, sales, customer",opportunity,unknown,unknown,"plan, market, business, sales"
3156,17,"market, growth, digital, competitive, business, customer, crm, negotiation, business development, sales","growth, business, customer, negotiation skills, sales, communication",unknown,unknown,unknown,"market, growth, business, crm, sales"
3160,17,"problem, market, strategic, growth, competitive, business, customer, revenue, written, team, verbal communication","problem, strategic, time, growth, business, goal, customer, communication",unknown,unknown,unknown,"market, design, growth, business, strategy"
3162,17,"market, sales pipeline, competitive analysis, growth, digital, written communication, business, customer, revenue, team, business development, sales, verbal","communication skills, time, growth, business, goal, customer, sales","opportunity, market analysis",unknown,unknown,"market, design, optimization, growth, business, sales, strategy"
3165,17,"sales targets, market, business opportunities, strategic, growth, digital, business, problem solving, target, crm, team, negotiation, business development","communication skills, strategic, growth, business, problem solving, active, negotiation, sales",opportunity,unknown,mid-level,"market, growth, business, crm, sales"
3166,17,"linkedin, business, team, negotiation","presentation skills, business, responsibility, active, negotiation, communication",opportunity,master,unknown,"plan, business"
3170,18,"analytical, roi, communication skills, scenario, financial, strategic, excel, cost, sap, budgeting, budget, ifrs, audit, data, financial analysis, power bi, financial reporting","communication skills, financial, teamwork, business, data, analytical",unknown,unknown,unknown,"financial, analysis, performance"
3171,18,"roi, market, variance, financial, compliance, excel, sap, oracle, power, annual, budgeting, budget, financial planning, forecasting, data, audit, power bi, analytical","accountability, financial, organization, planning, critical, business, data, report, analytical",portfolio,master,mid-level,"portfolio, forecast, financial, forecasting, report, analysis"
3172,18,"scenario, strategic, variance analysis, investment, excel, cost, power bi, forecasting, analytical, financial, annual, cost analysis, financial reporting, communication, financial modeling, budgeting, attention to detail, financial planning, data","financial, planning, presentation skills, business, attention to detail, data, report, analytical, communication",unknown,unknown,unknown,"financial, investment, model, forecasting, report, analysis"
3176,18,"internal, financial, risk, audit, data, sql, income","results, financial, organization, business, problem solving, data, report",unknown,unknown,unknown,"report, financial, analysis"
3177,18,"financial, analytical thinking, capital, investment, sap, annual, profit, budget, ifrs, audit","financial, teamwork, time, analytical thinking, business, problem solving, report",unknown,unknown,mid-level,"investment, report, financial, analysis"
3178,18,"powerpoint, internal, strategic, variance analysis, excel, audit, forecasting, scenario analysis, financial analysis, analytical, variance, financial, compliance, annual, financial reporting, financial modeling, budget planning, sap, budgeting, attention to detail, financial planning","results, financial, adaptability, organization, planning, business, problem solving, attention to detail, analytical",unknown,unknown,unknown,"forecasting, financial, analysis, performance"
3179,18,"internal, market, financial, risk, capital, attention, investment, compliance, corporate","attention, responsibility, financial, time",unknown,bachelor,mid-level,"investment, model, financial"
3184,18,"communication skills, data, financial, compliance, cost, sap, excel, revenue, profit, attention to detail, audit, market trends","communication skills, results, financial, collaboration, business, responsibility, attention to detail, data",portfolio,unknown,junior,"portfolio, financial, analysis, performance"
3186,18,"communication skills, market, financial, capital, investment, corporate, communication","communication skills, financial, organization, client, communication",unknown,unknown,unknown,"investment, model, financial, performance"
3189,18,"financial, strategic, excel, sap, annual, budget, audit, forecasting, data, financial analysis, communication","results, financial, planning, business, data, communication",unknown,unknown,unknown,"forecasting, financial, analysis"
3190,18,"internal, communication skills, capital, debt, investment, compliance, corporate, financial analysis, communication","client communication, communication skills, results, financial, time, planning, critical, business, client, documentation",unknown,bachelor,junior,"investment, financial, analysis"
3191,18,"internal, communication skills, financial, analytical thinking, compliance, sap","communication skills, pressure, financial, time, analytical thinking, organization, business, learning",unknown,unknown,unknown,"invest, financial"
3194,18,"analytical, internal, communication skills, financial, sap, profit, forecasting, power, audit, financial reporting, communication","communication skills, results, financial, learning agility, organization, business, learning, analytical, communication",unknown,unknown,unknown,"analysis, invest, financial, forecasting"
3195,18,"internal, analytical, market, financial, internal controls, compliance, sap, excel, annual, balance, data, financial reporting","financial, collaboration, time, business, responsibility, learning, data, documentation, analytical",unknown,unknown,unknown,"financial, performance"
